LOCATION,Anxiety_disorders,Attention_deficit_hyperactivity_disorder,Autism_spectrum_disorders,Bipolar_disorder,Conduct_disorder,Depressive_disorders,Eating_disorders,Idiopathic_developmental_intellectual_disability,Mental_disorders,Other_mental_disorders,Schizophrenia,Pays_code_iso3,Surpoids enfants <5 ans,Dépenses publiques santé,Anémie femmes 15-49 ans,Concentration particules air PM2.5,Aide eau et assainissement,Accès eau potable sûre,Usage combustibles propres,Violences conjugales sur la dernière année,Taux d'homicides,Indicateur nutrition poids/taille,Retard croissance enfants,Accès hygiène de base,Violences conjugales à vie,Déchets domestiques traités,Niveau d'assainissement,Médecins pour 10k habitants,Personnel infirmier densité,Personnel de santé total,Grossesse adolescentes 15-19,Taux de suicides,Dépenses santé catastrophiques 10%,Dépenses santé catastrophiques 25%,Grossesse adolescentes 10-14,Couverture planning familial,Prévalence hépatite B,Décès intoxications,Espérance de vie en bonne santé totale,Espérance de vie en bonne santé femmes,Espérance de vie en bonne santé hommes,Pharmaciens pour 10k,Prévalence tabagisme adultes,Accès eau potable,Accès assainissement amélioré,Mortalité maternelle,Décès liés eau/assainissement,Prévalence VIH,Incidence paludisme,Mortalité maladies non transmissibles,Accidents de la route,Mortalité enfants <5 ans,Couverture vaccin rougeole 2,Décès pollution atmosphérique,Taux mortalité brute,Indice couverture santé,Capacité réponse sanitaire,Couverture vaccin pneumocoque,Taux de mortalité maternelle,Incidence tuberculose,Traitement maladies tropicales,Espérance de vie totale,Espérance de vie femmes,Espérance de vie hommes,Aide santé internationale,Vaccination HPV filles,Traitement troubles alcool,Infections résistantes MRSA,Infections résistantes E.coli,Traitement dépendances drogues,Accès médicaments essentiels,Country Name_gpw,Country Code,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Country Name_sdg3,IncomeGroup
Bulgaria,494.3072476627148,24.89438718979412,118.39963810962126,88.17209893011925,68.91220682464734,473.46690158157634,47.85189070288627,53.58793199563688,1668.1716723172854,111.6252306656485,186.95413865464184,BGR,5.5,11.59,25.8,18.56,,96.0,0.0,6.0,1.1,,5.5,,19.0,74.6,73.0,11.23,42.04,43.28,36.8,9.5,21.28,3.07,1.5,,0.1,0.7,62.4,64.6,60.4,9.28,39.5,94.0,92.0,16.0,2.9,<0.1,,25.6,11.5,6.1,87.0,,2.6,73,74.0,87.0,6.0,8.4,119,71.3,75.0,68.0,,6.0,,,,,,Bulgarie,BGR,7268.65445473873,7822.49923292968,8696.68930427924,9872.38507789106,10372.8044341114,10769.9475699414,12972.2173356002,13999.6719197289,15883.8618545581,17412.4115085691,Bulgaria,High income
Burkina Faso,821.8810503384759,38.01129885085409,127.57428589693824,96.67597870100394,68.32610704508399,761.0595168709687,25.11100564171414,14.531626578437274,2244.5319936071023,110.38214940165524,180.97897428196995,BFA,2.8,8.4,44.3,46.04,68.1,,17.0,11.0,9.3,9.3,19.5,9.0,19.0,2.1,10.0,0.06,9.49,1.48,92.9,8.5,8.37,1.76,1.2,64.3,1.7,1.6,54.6,55.6,53.5,0.39,14.3,96.0,94.0,43.0,60.9,<0.1,353.49,23.4,7.5,77.3,71.0,207.0,24.5,40,37.0,92.0,242.0,27.8,3 644 443,62.3,64.6,59.9,8.09,97.0,,30.4,91.7,,0.0,Burkina Faso,BFA,630.124750752312,663.742364842886,709.091535894695,777.465618514048,764.853077774946,825.237038782475,895.535288442991,836.118304593682,882.689810086163,987.321378101867,Burkina Faso,Low income
Burundi,509.718755642324,51.11533010393395,153.20232406247897,94.6048924031037,70.15310630150027,726.942667377791,17.93727215371255,13.769446523921877,1925.1127147557,111.5524913995584,176.11642878737578,BDI,2.4,4.73,39.0,28.38,57.6,,0.1,22.0,6.5,7.8,55.3,6.0,40.0,,,0.01,7.94,0.78,58.2,7.7,4.77,0.88,0.7,39.6,1.4,2.3,55.8,56.9,54.8,0.09,11.2,75.0,89.0,94.0,53.3,0.12,245.06,24.8,4.5,49.2,80.0,209.0,19.6,41,35.0,88.0,392.0,12.3,3 205 933,64.0,65.9,62.0,6.45,,,,,,0.0,Burundi,BDI,280.966831311923,235.286205393908,236.694472592753,224.89939239264,210.236494521532,210.008139902508,214.091455416133,250.634225368744,192.074305359351,153.930217854023,Burundi,Low income
Cabo Verde,795.9628744344848,38.996674565469,136.18047736403832,98.25616715068644,69.84564174247136,589.922397316424,34.98783461353155,13.649598676904557,2086.137707167547,111.6916600780618,196.6443812254741,CPV,8.4,16.06,40.6,32.63,12.5,,83.9,11.0,13.9,2.4,5.3,,19.0,,,0.15,17.98,7.3,49.6,14.9,,,0.5,,0.3,0.3,63.8,66.1,61.3,0.19,11.0,97.0,93.0,47.0,12.1,0.52,0.0,17.2,3.8,11.6,86.0,92.0,8.3,71,60.0,,40.0,16.5,143 054,73.2,77.4,68.8,2.45,93.0,,,,,,Cabo Verde,CPV,3415.06266730931,3608.96605234906,3893.09571382506,4294.96510035729,4380.78117331128,3539.22661248299,3971.44409203423,4323.31362032709,4861.29184126229,5272.85253011419,Cabo Verde,Upper middle income
Cambodia,408.835673213932,25.16936247447223,109.5566940721048,66.74039138643454,50.2262583732832,492.4668507275212,26.170881522509863,41.1579078664298,1518.221853595219,111.16464004769593,186.73319391083643,KHM,5.7,6.99,38.0,18.35,208.1,29.0,58.0,9.0,1.8,9.6,22.0,83.0,19.0,,37.0,0.31,10.08,2.11,48.0,4.5,17.86,4.92,0.1,59.5,0.2,0.4,60.6,62.0,59.3,0.46,17.2,99.0,85.0,335.0,17.1,<0.1,0.49,22.6,5.4,22.9,64.0,162.0,11.8,58,64.0,82.0,137.0,18.8,4 716 388,68.9,71.5,66.4,5.71,91.0,,81.3,73.5,,,Cambodge,KHM,1547.32010444393,1675.19555711109,1826.35391688754,2036.67377566578,2225.87705485686,2081.73914242939,2167.40324198499,2325.03050040841,2429.74853452838,2627.8796974226,Cambodia,Lower middle income
Cameroon,809.7624887775577,38.6335285274031,125.56010729631632,95.9140939863288,69.20101402393495,679.8911590242533,28.440049368663257,13.04948867781055,2150.554253456532,110.99362587340757,179.1086979008584,CMR,13.6,3.94,38.9,61.63,52.7,,30.7,22.0,6.0,4.3,27.2,37.0,39.0,,,0.12,6.59,1.36,98.0,8.5,,,2.4,44.9,1.8,1.1,54.0,54.6,53.4,0.22,6.5,69.0,75.0,150.0,47.3,No data,258.81,24.3,8.0,67.2,45.0,210.0,25.2,44,44.0,75.0,258.0,10.6,11 963 613,61.8,63.7,59.9,4.06,66.0,,76.0,96.3,,,Cameroun,CMR,1415.00009710569,1441.7201725688,1496.08951771242,1610.69641591017,1555.22660476477,1555.60370660749,1672.32657340872,1604.87726954895,1736.86091073524,1762.3683508844,Cameroon,Lower middle income
Canada,750.7715080370219,73.23349731570815,214.2213161537088,150.95205311963653,56.21868292817,623.3927509600132,99.13691753711392,12.599402694555144,2247.3396730730783,133.03138118822164,133.78216313893046,CAN,11.4,19.5,14.0,6.7,,99.0,100.0,3.0,1.6,,,,,68.3,84.0,6.53,112.57,28.19,4.5,9.4,3.5,0.8,0.0,,0.3,0.3,69.8,70.6,68.9,11.42,12.0,98.0,92.0,5.8,2.3,No data,,9.7,10.0,5.1,79.0,8.0,3.4,≥80 ,96.0,85.0,12.0,4.7,3,81.6,83.8,79.4,,86.0,,21.0,23.4,,,Canada,CAN,43594.1941045394,42314.0615817218,45129.628116623,46539.1761570405,46352.8693445211,43537.839298904,52886.6616372703,56256.8007264015,54220.3285039875,54282.6176051733,Canada,High income
Central African Republic,820.312358525419,42.43139492616102,119.0548754985391,94.77341908410835,69.77446776016365,1060.3023098747144,18.336707755575866,11.92005711579688,2508.4324965458623,108.4462371459584,163.08066885942495,CAF,2.3,9.03,43.4,32.17,5.9,6.0,1.0,21.0,18.1,5.2,38.9,22.0,29.0,,13.0,0.01,10.97,0.74,184.4,9.2,,,8.0,27.6,3.8,1.4,45.4,47.3,43.8,0.03,,40.0,42.0,540.0,97.0,No data,305.54,30.8,2.1,92.2,,310.0,30.7,32,34.0,40.0,692.0,25.9,6 999 367,52.3,55.4,49.6,13.68,,,,,,,République centrafricaine,CAF,366.322853938121,387.176203444318,432.324025684263,455.243962859534,449.228467602439,462.879071294011,492.263142830507,467.359825026238,495.978897288721,516.170424537757,Central African Republic,Low income
Chad,838.4499934004645,38.31127566990512,122.17372342163284,95.91381499481128,68.7685821891397,882.5016163670357,24.326652435935195,13.881655730817766,2375.920318172994,111.15407969636811,180.4389242668841,TCD,2.5,7.26,46.5,54.01,34.9,6.0,9.7,16.0,8.5,7.8,31.5,26.0,29.0,2.3,11.0,0.01,1.67,0.85,138.5,5.2,9.3,1.4,3.9,17.5,10.8,1.2,51.5,51.9,51.1,0.08,7.4,47.0,67.0,139.0,99.2,0.25,206.54,23.4,3.0,101.1,35.0,242.0,31.4,29,36.0,,748.0,26.4,8 461 599,59.1,60.7,57.5,5.38,,,,,,,Tchad,TCD,993.990730610869,861.831767630746,854.46120040098,948.656629871231,893.336441643325,866.947814890409,946.358500208374,966.036468278568,989.058528968588,1016.08880662712,Chad,Low income
Chile,978.9023079314486,42.76683194175809,186.39775301801828,166.7856482354515,70.12238788639192,916.5830213658408,80.92753158229198,25.835028636325983,2752.784888984845,119.62040026184634,164.84397812547328,CHL,8.7,18.95,15.7,22.16,,99.0,100.0,6.0,3.8,,1.7,,21.0,87.9,95.0,16.77,54.54,33.34,6.3,7.7,14.6,2.08,0.1,,0.0,0.4,67.7,68.3,67.1,7.27,28.7,100.0,96.0,18.0,2.3,0.18,,9.4,7.9,7.2,70.0,18.0,4.6,≥80 ,79.0,93.0,10.0,10.3,7,79.0,81.4,76.7,0.0,83.0,,,,,36.4,Chili,CHL,13433.9202987032,13649.8520452803,14879.9086227187,15659.4808675628,14495.716721687,13114.815470545,16206.8325493421,15405.6165774073,17067.0364799154,16709.8893972307,Chile,High income
China,440.2297087154472,83.44303555391437,102.0867659374087,44.2922254787757,58.26110320736036,545.8500988501742,34.703564152589124,49.45152203489936,1659.271437916483,106.494587943755,194.45882604215805,CHN,11.1,8.8,15.6,40.17,40.3,,88.7,8.0,0.7,1.9,4.5,97.0,19.0,64.0,67.0,4.51,36.66,31.12,6.1,8.9,24.33,6.94,,,0.2,1.5,68.6,70.1,67.2,3.73,23.4,100.0,97.0,52.0,2.2,No data,,15.9,4.5,6.2,95.0,93.0,2.8,≥80 ,94.0,,16.0,17.4,18 225,77.6,80.5,75.0,0.06,,,,,,,Chine,CHN,8175.33285077393,8254.86859320357,8979.67652709856,10085.6638148819,10342.9009524335,10627.4637989619,12887.4357242941,12970.6056414327,12951.1782397043,13303.1481543868,China,Upper middle income
Colombia,606.2148669086209,41.08059522903972,134.53003757855785,139.2281086045137,74.28552451504835,448.2441270746298,67.25948844216593,20.57302207260977,1851.5793965967664,110.36565370759544,209.79797246398527,COL,6.8,15.72,22.4,15.09,49.9,74.0,91.8,12.0,35.7,1.6,11.6,70.0,30.0,17.2,18.0,8.68,15.41,25.35,39.4,5.0,8.19,2.23,2.1,86.6,0.2,0.2,65.0,66.8,63.3,1.84,8.2,98.0,90.0,46.0,3.4,0.25,10.57,10.3,4.3,12.0,84.0,32.0,6.5,≥80 ,68.0,90.0,59.0,16.2,3 307 872,74.5,77.6,71.6,0.15,52.0,,45.2,25.6,,8.3,Colombie,COL,6248.51490534512,5959.84250367574,6479.53231292429,6816.96818309544,6472.54544924705,5339.68711357943,6222.62164397614,6680.44506854481,7000.83660501046,7913.98801464547,Colombia,Upper middle income
Comoros,551.7525236030156,51.73189689142688,157.04899869004151,96.60996133342236,71.33108889467789,777.9887635274794,26.139413889825462,12.853159596044542,2049.424636808119,112.13392965766892,191.83490072451664,COM,3.9,4.74,29.9,14.49,5.1,,10.4,8.0,7.6,5.1,17.4,,16.0,,,0.38,16.44,4.24,74.4,6.0,,,,17.2,1.2,1.4,59.0,59.1,58.9,0.48,17.2,97.0,75.0,35.0,43.8,<0.01,24.75,20.2,0.4,39.8,79.0,168.0,22.5,48,50.0,,179.0,29.0,277 694,67.5,68.7,66.3,13.21,,,,,,,Comores,COM,1329.3704808998,1365.48403353158,1423.92480215551,1540.71132331975,1519.26386326167,1527.16990927956,1587.72988601478,1533.87755332151,1682.20285095721,1784.11546860293,Comoros,Lower middle income
Congo,669.9743834742548,42.66760842827016,129.61080747433087,96.70550816940694,70.25799458898021,1032.1684841018885,30.96304390847749,15.971789676436968,2372.675010177661,109.9537251725973,174.40166518301953,COG,5.3,3.53,46.7,37.81,19.5,,40.1,,9.3,,16.3,,,,,0.02,11.21,1.73,,6.7,,,,,2.6,0.6,54.8,54.4,55.3,0.05,15.4,,78.0,368.0,26.4,1.7,214.78,21.2,6.4,40.5,34.0,173.0,17.7,41,34.0,76.0,241.0,8.4,1 543 031,63.2,63.8,62.5,4.54,,,,,,0.0,"Congo, République du",COG,2439.35189403696,2093.10728558843,2211.63309874797,2694.43413191427,2488.42466724916,1993.586671931,2516.16255145432,2620.83804304713,2477.97845477092,2482.24894743495,"Congo, Rep.",Lower middle income
Costa Rica,612.1103259375577,47.62691868549736,136.82444655790593,158.25479698550947,72.93853267861526,616.8907890959078,76.46239860370295,21.002422156928432,2069.116107517532,110.64027163542627,216.3652051804794,CRI,7.9,25.82,13.7,15.06,2.7,81.0,96.6,7.0,13.5,1.8,10.6,86.0,27.0,24.1,25.0,10.89,30.71,26.87,24.8,8.1,7.41,1.13,1.1,80.8,0.0,0.1,67.6,69.1,66.3,12.09,8.9,99.0,99.0,9.9,2.9,0.17,0.3,9.9,3.8,10.5,83.0,18.0,7.2,≥80 ,66.0,99.0,24.0,15.5,31 336,78.6,81.5,75.9,0.34,66.0,,,,,,Costa Rica,CRI,11714.7105980803,12091.0301606335,12317.0902771322,12590.2493781628,12884.6859951947,12394.0493969354,12838.1185359009,13625.9008491478,16942.0268119304,18587.1532203614,Costa Rica,High income
Croatia,782.9557107714829,24.75116920343395,127.49923291055325,100.37147234608068,68.81264697153382,382.4616927845706,52.07245992942263,52.07544670030598,1894.825672280784,111.1617009263384,192.66413973706125,HRV,,13.73,23.3,15.49,,,100.0,4.0,0.8,,,,13.0,34.3,,9.46,79.99,39.09,6.7,15.7,,,0.0,,0.1,0.3,66.8,68.5,65.1,8.78,37.0,100.0,93.0,3.5,2.7,<0.1,,15.9,10.8,4.6,90.0,31.0,2.8,≥80 ,75.0,90.0,3.0,8.1,8,76.9,80.0,73.8,,55.0,,53.8,16.4,23.5,,Croatie,HRV,12285.3032582105,12821.1738140304,13902.6310485422,15460.4183295843,15563.8167397199,14808.4620188819,17789.9304736722,18466.0955472648,21865.4562838641,23931.4528382746,Croatia,High income
Cuba,808.4928157776789,108.0334100376219,110.76946813189684,157.73821754212716,69.92232813074895,672.3022926918404,66.06390424221418,21.37317526476756,2338.223552007468,111.73889098897784,211.789049199593,CUB,10.6,21.04,22.2,15.86,9.1,,94.9,5.0,5.0,2.0,7.3,93.0,14.0,32.6,41.0,18.42,76.03,95.42,48.6,13.8,,,1.3,86.9,0.0,0.1,64.6,66.0,63.4,,17.4,100.0,99.0,7.9,9.7,0.18,,17.6,5.6,8.3,99.0,41.0,4.2,≥80 ,90.0,,35.0,5.4,124,73.7,76.5,71.1,0.43,,,,,,,Cuba,CUB,7727.91997207998,8110.55873961397,8610.60829531998,8911.46205964193,9232.26115935183,9605.26125067263,,,,,Cuba,Upper middle income
Cyprus,1188.6723524877764,49.61097918436201,160.44854216228077,135.16546529090047,73.49712758436301,540.2509061881553,118.03111866833584,26.89788049312639,2590.5908548554694,120.49581857012292,177.52066422604614,CYP,,18.31,16.4,15.46,,100.0,100.0,3.0,1.4,,,,16.0,72.7,77.0,8.19,38.94,35.56,7.9,3.0,14.74,1.59,0.0,,0.3,0.3,70.7,71.1,70.3,7.27,35.6,100.0,95.0,5.5,1.6,No data,,8.5,5.2,3.5,80.0,16.0,1.9,≥80 ,61.0,74.0,14.0,3.9,2,81.9,84.0,79.9,,92.0,,55.9,40.5,,,Chypre,CYP,23487.228515625,24715.154296875,26696.990234375,29599.986328125,29703.052734375,28649.015625,33734.03515625,33894.44921875,36551.41796875,38654.16796875,Cyprus,High income
Czechia,570.7870708177119,24.709807098557647,125.44004803736054,99.72764880854852,68.85721328012572,593.9615452120054,57.36605624238926,51.602779935956285,1896.7166180724464,111.26086662669564,193.00358201309555,CZE,6.6,16.73,24.6,14.9,,98.0,100.0,4.0,0.6,,2.4,,22.0,91.5,90.0,7.39,95.3,43.52,7.2,13.3,4.64,0.83,0.1,,0.1,0.6,66.7,68.3,65.0,7.18,29.9,100.0,94.0,4.8,4.1,<0.1,,14.2,13.7,2.6,90.0,33.0,1.3,≥80 ,77.0,,3.0,5.2,13,77.1,80.3,74.0,,72.0,,7.6,14.4,14.8,,République tchèque,CZE,17931.5987670768,18753.9686718096,20913.197632212,23705.9329811299,24062.7190013343,23472.8915454417,27696.4619527544,28282.2236715857,31591.0568216357,31706.6234229743,Czechia,High income
Côte d'Ivoire,807.8136105827186,39.08125918075854,131.0535560891382,95.95069445222772,69.72582832840138,620.2720710267713,30.723934641079232,12.650307429181392,2099.3963749069367,112.55258349626428,179.57252968039433,CIV,3.5,6.21,51.4,46.58,13.0,44.0,44.1,16.0,11.0,8.1,20.3,22.0,27.0,18.5,17.0,0.14,7.93,1.66,,7.4,8.33,0.56,2.0,52.0,3.4,1.0,55.4,56.4,54.6,0.39,8.8,84.0,79.0,119.0,47.0,0.35,251.43,22.7,4.5,67.1,43.0,192.0,28.2,43,47.0,79.0,359.0,20.6,20 569 107,63.5,66.0,61.4,6.09,73.0,,,,,,Côte d'Ivoire,CIV,1814.71855088017,1862.59597081287,1964.29930338343,2130.86619381144,2141.76836170115,2179.72934832935,2455.98127626488,2333.37128334477,2554.67304885576,2709.89511641252,Cote d'Ivoire,Lower middle income
Democratic People's Republic of Korea,415.19794751631895,54.28089920652266,98.78256606433789,47.7610650553844,53.87367017503562,574.7797516779995,23.66973720352205,31.75607652335121,1613.2063786121855,111.5724329424892,201.5322322472254,PRK,3.3,,27.5,43.93,0.3,67.0,14.5,,4.1,2.5,16.6,,,,,2.17,43.82,36.28,,9.3,,,,89.6,0.2,1.3,64.7,66.4,63.2,3.91,16.5,100.0,16.0,513.0,4.1,No data,0.31,23.7,4.8,18.0,16.0,213.0,9.6,68,59.0,,67.0,,5 301 031,72.6,75.6,69.8,0.2,,,,,,,"Corée, République démocratique de",PRK,,,,,,,,,,,"Korea, Dem. People's Rep.",Low income
Democratic Republic of the Congo,571.1565889656598,43.12943373723152,130.68195965296206,96.77906071055776,70.69113344948342,1071.5526982330457,18.883709858639147,12.02102395974441,2300.470676700444,109.85061597834834,175.7244521547718,COD,4.2,3.98,40.0,37.44,92.9,12.0,5.0,36.0,12.4,7.2,44.1,19.0,47.0,15.8,13.0,0.04,11.68,2.08,109.0,8.8,,,3.4,33.0,3.3,1.3,53.2,54.3,52.2,0.09,12.2,85.0,60.0,316.0,52.3,0.17,313.27,25.1,2.0,73.2,18.0,212.0,25.3,42,37.0,59.0,427.0,16.3,56 981 384,61.6,63.9,59.4,6.52,,,88.5,72.5,,,"Congo, République démocratique du",COD,467.9145805459,442.310472110228,436.584534687385,528.256019777898,557.044161335917,507.521230077872,558.034077296358,642.612267148918,633.395661686298,647.435704836002,"Congo, Dem. Rep.",Low income
Denmark,809.3781471362735,52.65399156873488,170.4162953796715,140.10673151140318,73.26683443282772,600.0489733555663,115.37821624571608,27.269967736554484,2267.59906684969,120.75238598057118,158.3275235023742,DNK,,17.69,17.0,10.12,,100.0,100.0,3.0,1.2,,,,23.0,99.0,99.0,7.18,121.86,44.98,1.2,10.5,,,0.0,,0.7,0.0,70.1,70.4,69.7,5.81,16.2,96.0,97.0,3.6,4.1,<0.01,,10.7,10.0,3.4,93.0,13.0,1.8,≥80 ,97.0,97.0,4.0,2.3,0,81.2,82.9,79.5,,80.0,,1.9,7.3,,,Danemark,DNK,53094.0133607574,54500.9260410217,57521.5514992225,61324.7665045565,59404.2663247723,60985.4885601514,69727.9873677012,68091.3191138669,68453.8769281145,71851.7562131368,Denmark,High income
Djibouti,464.3358368344186,53.363662734386686,156.93064533328834,96.12773324072698,72.79876033444941,708.9996402446355,30.92909273817964,12.248904360836685,1897.537317674586,114.01493777038648,187.788104083277,DJI,5.5,5.15,31.8,20.72,22.9,,10.0,,5.8,12.1,20.9,,,11.1,40.0,,1.94,2.11,,8.0,1.47,0.26,,,0.3,1.5,57.0,57.7,56.3,,,,72.0,218.0,37.6,0.29,45.04,20.6,0.4,50.4,64.0,181.0,28.2,44,30.0,72.0,162.0,23.3,110 561,64.9,66.7,63.0,14.86,,,,,,,Djibouti,DJI,2376.12554719873,2510.4300076241,2618.95521147369,2718.08338799203,2837.16902340932,2844.88810647853,3025.91126413549,3133.25779772463,3397.52015779588,3496.47111876763,Djibouti,Lower middle income
Dominica,724.0035113633678,107.89875726851912,114.6525614015506,155.67396734238426,69.74884160628841,638.492515543556,70.34171967570258,21.44000083211021,2220.516520052906,111.71220012068862,206.5524448987373,DMA,,6.2,22.0,8.38,2.0,,86.2,,,,,,,,,1.17,67.6,11.58,,,,,,,0.2,,,,,,,100.0,56.0,16.0,,No data,,,7.0,35.5,87.0,,30.8,49,71.0,,36.0,11.0,419,,,,0.68,65.0,,,,,,Dominique,DMA,8282.59874702141,8802.56172041363,8224.64896571414,9215.3085405645,9491.14995962374,7827.74842680426,8376.40414141113,9323.66089490562,9912.96212766668,10405.2787777582,Dominica,Upper middle income
Dominican Republic,820.6536144561178,106.04445469740376,104.20190632236394,154.21372244633838,68.89006592061865,804.5366566686083,81.932816359145,20.952640138435164,2472.985834757161,110.88726512513256,200.6726926229975,DOM,7.5,14.43,22.4,7.76,12.8,45.0,93.5,10.0,19.5,2.2,5.6,48.0,19.0,34.6,43.0,2.69,20.6,24.26,77.1,4.2,8.17,0.94,3.6,77.4,0.1,0.3,63.6,65.5,61.8,0.19,10.5,99.0,90.0,42.0,5.8,0.36,0.04,17.4,5.2,31.4,70.0,42.0,21.7,77,60.0,86.0,124.0,27.4,2 677 790,73.3,76.8,70.2,0.35,66.0,,,,,,République dominicaine,DOM,6800.95309395474,7160.44200982307,7412.71571571512,7882.98221584944,8183.01623600375,7135.22273255899,8527.0754858205,10104.2449349081,10630.431743829,10875.6618443092,Dominican Republic,Upper middle income
Ecuador,843.5028154452509,73.28758306632055,118.46207779585532,155.67468578818148,70.70167218663973,617.0222939984654,96.93723823859916,25.63715162322008,2258.1193758353493,110.67539789818429,146.21845979463075,ECU,4.7,11.87,20.2,16.91,38.9,67.0,94.7,8.0,6.6,0.7,17.7,87.0,33.0,,42.0,3.0,25.11,23.13,49.9,7.6,,,2.4,82.5,0.1,1.0,64.3,66.1,62.8,0.41,10.2,96.0,70.0,58.0,4.7,0.12,0.06,13.2,2.7,13.1,60.0,28.0,7.1,77,54.0,71.0,55.0,23.4,28 918,74.0,77.2,71.0,0.52,50.0,,,,,50.0,Équateur,ECU,5976.1596805651,5917.63771271481,6233.32244797718,6303.91886658338,6205.05765246766,5463.64515348598,6061.32350181711,6515.58528418336,6737.84748379638,6874.705739766,Ecuador,Upper middle income
Egypt,608.10959831515,70.50965184911487,116.2183909622512,131.65508208722915,53.59455105615417,893.5015929943027,51.487456233873736,35.234437834478626,2273.886547482666,111.44748147322096,202.1283046768876,EGY,11.2,7.22,32.7,64.1,121.6,,99.9,15.0,4.2,3.3,12.9,,30.0,62.6,67.0,1.87,17.94,6.71,37.1,0.6,31.14,6.1,,,0.2,0.2,60.4,61.1,59.7,4.26,24.7,97.0,96.0,9.2,4.8,<0.1,0.0,26.0,0.1,17.5,95.0,106.0,9.3,70,90.0,,17.0,9.4,2 978 436,69.1,71.7,66.7,0.24,,,69.4,87.5,,,"Égypte, République arabe d’",EGY,3306.98159414141,3270.6287768197,2395.10333299491,2484.70315630508,2962.98892023003,3511.11381026379,3827.35415374308,4233.30783744856,3456.78968456253,3338.47371395895,"Egypt, Arab Rep.",Lower middle income
El Salvador,616.394004014361,47.185031431510666,126.7347659621882,157.43610974015385,73.49340810405471,561.682761372525,62.80546176973367,20.521193851405943,1974.0345799516265,108.06549356779377,199.71635013790043,SLV,8.5,21.22,14.4,22.76,5.3,,94.4,6.0,93.8,2.9,9.4,,21.0,,,1.57,21.79,16.16,50.2,7.6,4.06,1.38,2.1,73.1,0.0,0.8,62.2,65.5,58.7,1.59,8.9,98.0,96.0,84.0,6.1,0.13,0.0,12.6,3.4,10.4,71.0,40.0,4.4,78,91.0,99.0,39.0,21.5,1 475 552,71.7,76.2,66.8,2.62,36.0,,,,,,El Salvador,SLV,3790.34089108162,3901.34014965811,4020.12671373919,4183.54620971358,4320.11671534627,3997.19279583709,4642.60743101342,5074.60210221806,5365.44491399171,5579.65969165029,El Salvador,Upper middle income
Equatorial Guinea,673.5307222304091,44.98860928601186,132.60389253478235,96.75157630926203,73.65742841366858,917.2654696421832,47.69014598442062,9.692304630667945,2285.668955918601,109.86577718379296,179.62302970340292,GNQ,7.5,4.45,41.3,27.06,0.0,,22.1,29.0,2.6,,17.1,,46.0,,,,13.75,1.53,,7.0,,,,,6.1,0.6,53.3,53.5,52.9,0.08,,,74.0,274.0,29.7,No data,228.82,20.3,6.1,70.6,28.0,168.0,27.2,46,49.0,,174.0,11.7,1 046 007,61.6,63.2,60.2,0.42,,,,,,,Guinée équatoriale,GNQ,9068.91003238645,7453.19797948517,7809.10465655488,8102.47084834031,6804.14923073888,5764.05502912947,6945.63069794539,7589.29964909381,6677.793435386,6745.40013244916,Equatorial Guinea,Upper middle income
Eritrea,494.2986644480502,52.06148049600345,154.10300951617535,95.21639759558788,71.21939937874374,682.5696345348256,22.35791995182139,16.2196057578371,1876.173765630091,111.1622395549416,176.96541439610567,ERI,2.8,2.37,35.6,24.04,0.4,,12.0,,10.4,,48.0,,,,,0.2,15.43,0.88,,13.2,,,,,1.0,2.1,55.4,57.2,53.7,0.67,,,95.0,65.0,66.5,<0.1,63.39,27.3,1.3,35.4,85.0,238.0,16.4,45,60.0,95.0,291.0,17.7,807 518,63.6,66.2,60.9,5.62,78.0,,,,,,Érythrée,ERI,,,,,,,,,,,Eritrea,Low income
Estonia,457.2357592810485,24.818278957659032,147.90466223143616,103.62319168099,69.1819282278332,535.3445900115358,54.36658544385533,47.2796756355328,1703.6519397886725,111.17254519772152,152.7247231210596,EST,5.6,13.2,24.7,6.61,,97.0,100.0,4.0,1.8,,1.3,,21.0,91.7,90.0,10.18,66.58,34.69,5.1,14.9,,,0.0,,0.3,1.4,66.7,69.2,64.1,7.13,28.3,99.0,90.0,8.2,2.6,<0.1,,15.5,10.5,2.1,84.0,13.0,1.0,79,73.0,,5.0,4.4,0,77.1,81.2,72.8,,52.0,,3.1,11.6,,,Estonie,EST,17722.1557669523,18666.3736521706,20851.5223496861,23618.1361254581,24021.2501413306,23933.9939421065,27953.7670230126,28451.1477825175,30133.304450454,31170.0915091887,Estonia,High income
Eswatini,556.6147976497294,42.9795174474579,121.77004770675548,95.66718493964537,71.36211033763695,758.2834382399352,37.32341353931996,15.5729520609411,1976.6553175274703,108.2509504843908,168.83090512165694,SWZ,10.2,11.35,28.3,15.94,6.2,,50.3,18.0,18.5,1.8,18.9,,,17.0,,0.28,42.6,5.57,,27.2,5.0,1.29,,74.1,0.8,3.0,47.5,49.3,45.8,0.34,9.5,93.0,85.0,350.0,46.5,4.2,1.73,32.3,7.2,45.0,82.0,173.0,24.5,56,43.0,66.0,118.0,24.7,250 978,54.6,57.9,51.6,7.0,59.0,,36.4,,,,Eswatini,SWZ,3420.75357067279,3239.80707501414,3853.99147918102,3973.46344933667,3913.12643969301,3454.784217446,3966.29863253832,3889.65276959161,3741.69010745416,3936.10969242371,Eswatini,Lower middle income
