measure,LOCATION,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Myanmar,Both,Age-standardized,Mental disorders,Rate,2021,1449.1105164684388,1856.7142723326872,1063.3257125724556
DALYs (Disability-Adjusted Life Years),United States Virgin Islands,Both,Age-standardized,Mental disorders,Rate,2021,2161.5410454760777,2827.7425105103657,1548.6204324074793
DALYs (Disability-Adjusted Life Years),Mongolia,Both,Age-standardized,Autism spectrum disorders,Rate,2021,118.99904285233411,234.37895073263235,54.65866285601047
DALYs (Disability-Adjusted Life Years),Mongolia,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,24.608539775102493,36.90611419331265,14.109942777400372
DALYs (Disability-Adjusted Life Years),Mongolia,Both,Age-standardized,Conduct disorder,Rate,2021,68.81764623571243,108.93625228338794,39.17442103446759
DALYs (Disability-Adjusted Life Years),Mongolia,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,56.24270706516219,102.48678489904694,26.448074914067874
DALYs (Disability-Adjusted Life Years),Mongolia,Both,Age-standardized,Other mental disorders,Rate,2021,110.9949842221407,159.92309350469571,73.74658277775924
DALYs (Disability-Adjusted Life Years),Syrian Arab Republic,Both,Age-standardized,Depressive disorders,Rate,2021,1511.757964776065,2210.343606297001,995.097568589018
DALYs (Disability-Adjusted Life Years),Syrian Arab Republic,Both,Age-standardized,Bipolar disorder,Rate,2021,137.2738043527763,197.00861507589508,79.54475741506566
DALYs (Disability-Adjusted Life Years),Syrian Arab Republic,Both,Age-standardized,Anxiety disorders,Rate,2021,732.5732605594706,1049.0872895623445,501.75305878179427
DALYs (Disability-Adjusted Life Years),Syrian Arab Republic,Both,Age-standardized,Eating disorders,Rate,2021,38.90848197990151,56.987299912903964,22.716912635848374
DALYs (Disability-Adjusted Life Years),Syrian Arab Republic,Both,Age-standardized,Autism spectrum disorders,Rate,2021,125.30061898802283,226.94831198775643,65.54358117924609
DALYs (Disability-Adjusted Life Years),Syrian Arab Republic,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,44.977842759214504,67.02656781332607,25.959124801944547
DALYs (Disability-Adjusted Life Years),Sweden,Both,Age-standardized,Bipolar disorder,Rate,2021,134.26510303252266,197.15933540741622,82.4379593455519
DALYs (Disability-Adjusted Life Years),Sweden,Both,Age-standardized,Anxiety disorders,Rate,2021,733.8879553784188,1031.750242067771,510.32232870504964
DALYs (Disability-Adjusted Life Years),Sweden,Both,Age-standardized,Eating disorders,Rate,2021,116.02803002778231,173.49236773636372,67.22614582696865
DALYs (Disability-Adjusted Life Years),Sweden,Both,Age-standardized,Autism spectrum disorders,Rate,2021,199.52815370094305,292.97201589483217,134.6408802810463
DALYs (Disability-Adjusted Life Years),Sweden,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,46.946349113306475,71.97454816728315,27.625756094742286
DALYs (Disability-Adjusted Life Years),Sweden,Both,Age-standardized,Conduct disorder,Rate,2021,73.16898467144206,115.26954482694433,42.64540086216066
DALYs (Disability-Adjusted Life Years),Sweden,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,34.496283143649535,68.04567879941686,15.565272752589395
DALYs (Disability-Adjusted Life Years),Sweden,Both,Age-standardized,Other mental disorders,Rate,2021,121.10013010751025,172.1741182682909,78.68858472996236
DALYs (Disability-Adjusted Life Years),Australia,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,64.22398021371603,107.66410922777462,33.98015075897268
DALYs (Disability-Adjusted Life Years),Australia,Both,Age-standardized,Other mental disorders,Rate,2021,139.2523312435522,195.90922999671326,96.8879580680255
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,Age-standardized,Depressive disorders,Rate,2021,660.2881673000154,950.5427634261508,451.72421563597095
DALYs (Disability-Adjusted Life Years),Syrian Arab Republic,Both,Age-standardized,Conduct disorder,Rate,2021,52.690960117307995,85.48605263163222,29.44145620211376
DALYs (Disability-Adjusted Life Years),Syrian Arab Republic,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,29.850403075010213,60.78729734432643,11.7191477017081
DALYs (Disability-Adjusted Life Years),Syrian Arab Republic,Both,Age-standardized,Other mental disorders,Rate,2021,108.41209988543964,154.41481014450096,71.64651545482891
DALYs (Disability-Adjusted Life Years),United States Virgin Islands,Both,Age-standardized,Schizophrenia,Rate,2021,201.48901212387747,261.48927360033883,143.08821583397724
DALYs (Disability-Adjusted Life Years),United States Virgin Islands,Both,Age-standardized,Depressive disorders,Rate,2021,549.6730486538917,804.258434765575,371.8711913657977
DALYs (Disability-Adjusted Life Years),United States Virgin Islands,Both,Age-standardized,Bipolar disorder,Rate,2021,154.91711944189456,223.76802436370235,95.04936278444934
DALYs (Disability-Adjusted Life Years),United States Virgin Islands,Both,Age-standardized,Anxiety disorders,Rate,2021,728.0968183128277,1052.732906622748,474.5343231421449
DALYs (Disability-Adjusted Life Years),United States Virgin Islands,Both,Age-standardized,Eating disorders,Rate,2021,102.30782324719772,154.06616970024402,58.6173644652563
DALYs (Disability-Adjusted Life Years),Solomon Islands,Both,Age-standardized,Mental disorders,Rate,2021,1807.380626755853,2452.288152784302,1296.7831219419093
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,Age-standardized,Mental disorders,Rate,2021,2153.159670259535,2817.813757613201,1581.907280752126
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,Age-standardized,Schizophrenia,Rate,2021,183.5183011712365,233.6779246447233,136.07789463685344
DALYs (Disability-Adjusted Life Years),Poland,Both,Age-standardized,Bipolar disorder,Rate,2021,102.12472565933281,143.98954130926634,66.14080338017949
DALYs (Disability-Adjusted Life Years),Poland,Both,Age-standardized,Anxiety disorders,Rate,2021,456.4790038125678,670.1595806672599,284.4915040164201
DALYs (Disability-Adjusted Life Years),Poland,Both,Age-standardized,Eating disorders,Rate,2021,55.680666686016785,85.03516585281052,31.826670817607145
DALYs (Disability-Adjusted Life Years),Argentina,Both,Age-standardized,Mental disorders,Rate,2021,2566.0187581285577,3444.7018007172037,1779.4757667193596
DALYs (Disability-Adjusted Life Years),Argentina,Both,Age-standardized,Schizophrenia,Rate,2021,163.37517506843815,213.90958303487065,114.05447219646793
DALYs (Disability-Adjusted Life Years),Cuba,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,108.0334100376219,161.41062559136796,63.24891591437598
DALYs (Disability-Adjusted Life Years),Cuba,Both,Age-standardized,Conduct disorder,Rate,2021,69.92232813074895,110.44260012269204,38.82807088477993
DALYs (Disability-Adjusted Life Years),Cuba,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,21.37317526476756,43.76785221217795,8.463448147124831
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,Mental disorders,Rate,2021,2257.5967728451283,2988.597539964529,1618.3257866018944
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,Schizophrenia,Rate,2021,187.26693733451216,239.7758849676765,131.29470054710617
DALYs (Disability-Adjusted Life Years),Jordan,Both,Age-standardized,Mental disorders,Rate,2021,2209.5417607979684,2835.1220380199898,1605.0633494064
DALYs (Disability-Adjusted Life Years),Jordan,Both,Age-standardized,Schizophrenia,Rate,2021,215.62300713454576,279.0327937766586,151.9805270854057
DALYs (Disability-Adjusted Life Years),Jordan,Both,Age-standardized,Depressive disorders,Rate,2021,844.2794377103843,1222.779684676257,565.5600688736089
DALYs (Disability-Adjusted Life Years),Philippines,Both,Age-standardized,Bipolar disorder,Rate,2021,69.00206707836142,96.56539744995473,44.8853853636942
DALYs (Disability-Adjusted Life Years),Philippines,Both,Age-standardized,Anxiety disorders,Rate,2021,324.8606367438107,467.0210296005185,216.05727770192823
DALYs (Disability-Adjusted Life Years),Philippines,Both,Age-standardized,Eating disorders,Rate,2021,31.670626741655596,47.19146069940043,18.19356106781277
DALYs (Disability-Adjusted Life Years),Philippines,Both,Age-standardized,Autism spectrum disorders,Rate,2021,120.98608184430633,231.0428514657227,56.751171651092136
DALYs (Disability-Adjusted Life Years),Philippines,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,25.53908334015522,37.83423679736965,14.406088574111624
DALYs (Disability-Adjusted Life Years),Philippines,Both,Age-standardized,Conduct disorder,Rate,2021,59.135877258299956,94.89883967310575,33.41234164232103
DALYs (Disability-Adjusted Life Years),Philippines,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,34.663802835122226,69.08747351556269,13.260862096887305
DALYs (Disability-Adjusted Life Years),Philippines,Both,Age-standardized,Other mental disorders,Rate,2021,106.07219195096523,152.73117762626686,70.5051351215016
DALYs (Disability-Adjusted Life Years),Cabo Verde,Both,Age-standardized,Depressive disorders,Rate,2021,589.922397316424,850.07543111525,401.1563112959494
DALYs (Disability-Adjusted Life Years),Cabo Verde,Both,Age-standardized,Bipolar disorder,Rate,2021,98.25616715068645,143.190813249274,58.3482942542046
DALYs (Disability-Adjusted Life Years),Cabo Verde,Both,Age-standardized,Anxiety disorders,Rate,2021,795.9628744344848,1175.0724894305342,522.5006232241384
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,Age-standardized,Depressive disorders,Rate,2021,720.8327929598406,1098.5661403696317,452.1258728217849
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,Age-standardized,Bipolar disorder,Rate,2021,155.8398646091544,222.6559861348884,92.9843722930617
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,Age-standardized,Anxiety disorders,Rate,2021,615.3522745445279,915.0307263311253,408.9787210328011
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,Age-standardized,Eating disorders,Rate,2021,59.74300563690005,90.41416819835702,34.55042981833844
DALYs (Disability-Adjusted Life Years),Qatar,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,52.17955000082934,78.81056946263759,30.929683895114145
DALYs (Disability-Adjusted Life Years),Qatar,Both,Age-standardized,Conduct disorder,Rate,2021,53.9284228796975,87.43155419038999,31.463188639825503
DALYs (Disability-Adjusted Life Years),Qatar,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,27.388760964644906,53.23945717833563,10.693352062268577
DALYs (Disability-Adjusted Life Years),Qatar,Both,Age-standardized,Other mental disorders,Rate,2021,121.50426522015115,172.40565973402053,78.23898783823951
DALYs (Disability-Adjusted Life Years),Luxembourg,Both,Age-standardized,Eating disorders,Rate,2021,134.56345784767228,198.27252354045743,79.8935201487795
DALYs (Disability-Adjusted Life Years),Luxembourg,Both,Age-standardized,Autism spectrum disorders,Rate,2021,169.14797305541504,286.96088486567805,90.44847410801003
DALYs (Disability-Adjusted Life Years),Luxembourg,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,49.6511222002109,73.32753891392996,28.598674553983283
DALYs (Disability-Adjusted Life Years),Luxembourg,Both,Age-standardized,Conduct disorder,Rate,2021,73.23409520965261,114.55438178283633,41.25678935929087
DALYs (Disability-Adjusted Life Years),Luxembourg,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,25.701121853175017,52.41329166135013,10.41853797495314
DALYs (Disability-Adjusted Life Years),Luxembourg,Both,Age-standardized,Other mental disorders,Rate,2021,120.96664600199284,171.59814130208633,78.09043124214975
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,Age-standardized,Depressive disorders,Rate,2021,984.4094942692583,1417.9746941603391,671.5144541169367
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,Age-standardized,Bipolar disorder,Rate,2021,93.48048959040388,133.0713959813246,59.70722514580422
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,Age-standardized,Anxiety disorders,Rate,2021,462.18476713956386,663.5971318321631,299.5090419206773
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,Age-standardized,Eating disorders,Rate,2021,25.143629017578164,37.52039615391728,15.028696523375585
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,Age-standardized,Autism spectrum disorders,Rate,2021,157.25768022574303,340.5889048832699,66.69769955351768
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,52.01332897994537,78.28167920198848,29.259466188250368
DALYs (Disability-Adjusted Life Years),Italy,Both,Age-standardized,Mental disorders,Rate,2021,2111.011136467887,2736.1055159199273,1511.4886504031274
DALYs (Disability-Adjusted Life Years),Italy,Both,Age-standardized,Schizophrenia,Rate,2021,165.58214156095093,207.32481944245973,122.4114016852696
DALYs (Disability-Adjusted Life Years),United Kingdom,Both,Age-standardized,Mental disorders,Rate,2021,3216.373249759623,4199.858498598965,2372.4062993662064
DALYs (Disability-Adjusted Life Years),United Kingdom,Both,Age-standardized,Schizophrenia,Rate,2021,173.25100438448976,215.71162253960887,128.76219243341598
DALYs (Disability-Adjusted Life Years),United Kingdom,Both,Age-standardized,Depressive disorders,Rate,2021,1256.2440852424356,1718.2795751988094,869.1775894495536
DALYs (Disability-Adjusted Life Years),United Kingdom,Both,Age-standardized,Bipolar disorder,Rate,2021,135.74629752866963,190.99313108650838,87.82340265634751
DALYs (Disability-Adjusted Life Years),United Kingdom,Both,Age-standardized,Anxiety disorders,Rate,2021,1126.8012464699257,1577.167914212377,773.4122018537086
DALYs (Disability-Adjusted Life Years),United Kingdom,Both,Age-standardized,Eating disorders,Rate,2021,105.80237627099915,157.58698685662378,61.141144206260364
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Schizophrenia,Rate,2021,194.45882604215805,243.8520323435126,143.80471412692862
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Depressive disorders,Rate,2021,545.8500988501742,764.9759884379141,382.4147970903128
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Bipolar disorder,Rate,2021,44.2922254787757,63.15421292003283,28.890310429161225
DALYs (Disability-Adjusted Life Years),Zambia,Both,Age-standardized,Mental disorders,Rate,2021,1995.4758030611379,2645.468810343967,1441.646913394357
DALYs (Disability-Adjusted Life Years),Zambia,Both,Age-standardized,Schizophrenia,Rate,2021,174.19031958784836,226.96319342683626,121.7264084939519
DALYs (Disability-Adjusted Life Years),Zambia,Both,Age-standardized,Depressive disorders,Rate,2021,694.5557422650846,1009.1653050082002,461.8919824826763
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Depressive disorders,Rate,2021,382.46169278457063,547.3012966880672,261.31230828289085
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Bipolar disorder,Rate,2021,100.37147234608067,147.10957631595397,60.47721482027133
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Anxiety disorders,Rate,2021,782.9557107714829,1141.73153360535,495.4119866433756
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Eating disorders,Rate,2021,52.07245992942263,80.51020284974894,30.455549185345486
DALYs (Disability-Adjusted Life Years),Türkiye,Both,Age-standardized,Mental disorders,Rate,2021,2183.1981593301034,2839.6690718739883,1598.936373880522
DALYs (Disability-Adjusted Life Years),Türkiye,Both,Age-standardized,Schizophrenia,Rate,2021,165.90102729832162,217.3576597432835,118.56612925392035
DALYs (Disability-Adjusted Life Years),Myanmar,Both,Age-standardized,Schizophrenia,Rate,2021,183.62531274726544,239.75982032121962,129.91777802463022
DALYs (Disability-Adjusted Life Years),Angola,Both,Age-standardized,Mental disorders,Rate,2021,2538.96186827233,3441.51782348274,1792.8136893090782
DALYs (Disability-Adjusted Life Years),Angola,Both,Age-standardized,Schizophrenia,Rate,2021,178.7245512942138,234.85202959351446,124.50320077170302
DALYs (Disability-Adjusted Life Years),Tajikistan,Both,Age-standardized,Mental disorders,Rate,2021,1704.3151945858801,2274.760262118642,1207.8754646466432
DALYs (Disability-Adjusted Life Years),Tajikistan,Both,Age-standardized,Schizophrenia,Rate,2021,188.7986003276754,250.27714327565866,132.4112344022649
DALYs (Disability-Adjusted Life Years),Tajikistan,Both,Age-standardized,Depressive disorders,Rate,2021,620.6220098283665,917.9130451211457,403.68125663776016
DALYs (Disability-Adjusted Life Years),Tajikistan,Both,Age-standardized,Bipolar disorder,Rate,2021,102.7952450028535,150.0296602841576,61.97605681270365
DALYs (Disability-Adjusted Life Years),Tajikistan,Both,Age-standardized,Anxiety disorders,Rate,2021,380.7670151398641,569.2030951597859,238.3739853552725
DALYs (Disability-Adjusted Life Years),Tajikistan,Both,Age-standardized,Eating disorders,Rate,2021,28.83667911739931,43.54650305378808,17.310565459181696
DALYs (Disability-Adjusted Life Years),Turkmenistan,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,60.02342853500306,107.35111374054601,28.951237268434774
DALYs (Disability-Adjusted Life Years),Turkmenistan,Both,Age-standardized,Other mental disorders,Rate,2021,112.06209151701289,159.83848312160632,73.97506614571897
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,Age-standardized,Bipolar disorder,Rate,2021,103.53736425311436,145.3977767613693,68.07353557906283
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,Age-standardized,Anxiety disorders,Rate,2021,407.272846849691,614.8621833883672,254.8373250791841
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,Age-standardized,Eating disorders,Rate,2021,52.39758407659384,77.47188063639136,30.197249096674607
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,Age-standardized,Autism spectrum disorders,Rate,2021,139.66370087913097,302.6153448557848,56.71127279240148
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,24.737790553746958,36.84112875578083,14.280162048017983
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,Age-standardized,Conduct disorder,Rate,2021,75.75681285788946,119.1929500909788,42.808539366367434
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,57.353587596564324,107.1628063830377,26.423176966567144
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,Age-standardized,Other mental disorders,Rate,2021,102.97515612980429,147.78037454992275,68.16265323212068
DALYs (Disability-Adjusted Life Years),Cabo Verde,Both,Age-standardized,Eating disorders,Rate,2021,34.98783461353155,51.68353285830859,20.122738409705683
DALYs (Disability-Adjusted Life Years),Cabo Verde,Both,Age-standardized,Autism spectrum disorders,Rate,2021,136.18047736403832,271.239739828135,61.58643801857771
DALYs (Disability-Adjusted Life Years),Cabo Verde,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,38.996674565469,58.24079246927936,22.531857409038622
DALYs (Disability-Adjusted Life Years),Cabo Verde,Both,Age-standardized,Conduct disorder,Rate,2021,69.84564174247136,112.13515317849256,39.53358991910085
DALYs (Disability-Adjusted Life Years),Cabo Verde,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,13.649598676904557,29.831589925016186,4.149167833802667
DALYs (Disability-Adjusted Life Years),Cabo Verde,Both,Age-standardized,Other mental disorders,Rate,2021,111.69166007806179,159.57432926951097,72.47297952903529
DALYs (Disability-Adjusted Life Years),Jordan,Both,Age-standardized,Bipolar disorder,Rate,2021,141.04341454555004,201.05153371617396,83.37192168049431
DALYs (Disability-Adjusted Life Years),Jordan,Both,Age-standardized,Anxiety disorders,Rate,2021,583.8662233283809,833.6782307713578,394.6257289023776
DALYs (Disability-Adjusted Life Years),Jordan,Both,Age-standardized,Eating disorders,Rate,2021,47.67098885644576,69.00643293282441,27.91878582302515
DALYs (Disability-Adjusted Life Years),Jordan,Both,Age-standardized,Autism spectrum disorders,Rate,2021,132.76545891689196,235.67425544036803,68.9772472133481
DALYs (Disability-Adjusted Life Years),Poland,Both,Age-standardized,Autism spectrum disorders,Rate,2021,127.2086277280091,270.5131541353982,52.82766305382004
DALYs (Disability-Adjusted Life Years),Poland,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,24.81970330190637,37.44923873997388,13.82342217899423
DALYs (Disability-Adjusted Life Years),Poland,Both,Age-standardized,Conduct disorder,Rate,2021,75.8157154944818,119.75236271864658,42.66593888049682
DALYs (Disability-Adjusted Life Years),Poland,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,65.5077071367692,116.3766708051376,32.5278732227927
DALYs (Disability-Adjusted Life Years),Poland,Both,Age-standardized,Other mental disorders,Rate,2021,104.43564586714763,149.9987350275333,69.36026209859307
DALYs (Disability-Adjusted Life Years),Dominican Republic,Both,Age-standardized,Depressive disorders,Rate,2021,804.5366566686083,1171.7915821798344,535.0528115923355
DALYs (Disability-Adjusted Life Years),Dominican Republic,Both,Age-standardized,Bipolar disorder,Rate,2021,154.21372244633838,227.677103888053,92.04310717383783
DALYs (Disability-Adjusted Life Years),Dominican Republic,Both,Age-standardized,Anxiety disorders,Rate,2021,820.6536144561178,1205.479305388116,536.0998887603661
DALYs (Disability-Adjusted Life Years),Dominican Republic,Both,Age-standardized,Eating disorders,Rate,2021,81.932816359145,125.16100612921845,47.42083903037073
DALYs (Disability-Adjusted Life Years),Dominican Republic,Both,Age-standardized,Autism spectrum disorders,Rate,2021,104.20190632236394,201.38820899954982,48.70098075742757
DALYs (Disability-Adjusted Life Years),Dominican Republic,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,106.04445469740375,156.94806149364484,62.93717862580306
DALYs (Disability-Adjusted Life Years),Dominican Republic,Both,Age-standardized,Conduct disorder,Rate,2021,68.89006592061865,107.05071949405846,38.09798446028776
DALYs (Disability-Adjusted Life Years),Dominican Republic,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,20.952640138435164,41.92751911797028,8.48126222680036
DALYs (Disability-Adjusted Life Years),Dominican Republic,Both,Age-standardized,Other mental disorders,Rate,2021,110.88726512513256,158.48982910297994,72.8666500050554
DALYs (Disability-Adjusted Life Years),Cuba,Both,Age-standardized,Other mental disorders,Rate,2021,111.73889098897783,161.27303596477552,74.24405789049096
DALYs (Disability-Adjusted Life Years),Nicaragua,Both,Age-standardized,Other mental disorders,Rate,2021,109.51054835945412,156.95006940834892,71.34003697200953
DALYs (Disability-Adjusted Life Years),Nigeria,Both,Age-standardized,Autism spectrum disorders,Rate,2021,132.36958965013562,288.7481371648732,54.78418629212491
DALYs (Disability-Adjusted Life Years),Nigeria,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,38.44711527298619,58.050771968732924,21.80708640066678
DALYs (Disability-Adjusted Life Years),Nigeria,Both,Age-standardized,Conduct disorder,Rate,2021,74.24609197285666,118.31235900666935,42.543947657544244
DALYs (Disability-Adjusted Life Years),Nigeria,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,18.96919652558449,40.040144266371264,7.001766440129106
DALYs (Disability-Adjusted Life Years),Nigeria,Both,Age-standardized,Other mental disorders,Rate,2021,103.0762616670303,147.59214980920248,68.78717706050749
DALYs (Disability-Adjusted Life Years),Benin,Both,Age-standardized,Mental disorders,Rate,2021,2164.3684269198284,2888.86644453877,1559.2736727404629
DALYs (Disability-Adjusted Life Years),Benin,Both,Age-standardized,Schizophrenia,Rate,2021,186.3235870244161,244.17258723956667,128.78126824814447
DALYs (Disability-Adjusted Life Years),Guatemala,Both,Age-standardized,Schizophrenia,Rate,2021,192.40802604463963,251.88267657235835,135.45302586194592
DALYs (Disability-Adjusted Life Years),Guatemala,Both,Age-standardized,Depressive disorders,Rate,2021,779.47223087719,1129.2878226915989,519.2465381792388
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,Age-standardized,Autism spectrum disorders,Rate,2021,131.1856346851338,242.00211658058896,64.44074841167716
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,87.135510719485,130.36801650772412,50.798746071394824
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,Age-standardized,Conduct disorder,Rate,2021,72.90480180318626,113.68028929891426,41.25554981020576
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,21.3754451760232,43.154430058330355,8.227786957724385
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,Age-standardized,Other mental disorders,Rate,2021,109.91210255769168,158.93227608125008,72.47699123098795
DALYs (Disability-Adjusted Life Years),Sudan,Both,Age-standardized,Mental disorders,Rate,2021,2212.77648563498,2858.7537531528287,1605.1794187413575
DALYs (Disability-Adjusted Life Years),Sudan,Both,Age-standardized,Schizophrenia,Rate,2021,193.4068526605655,249.35823362457805,138.4082584110992
DALYs (Disability-Adjusted Life Years),Solomon Islands,Both,Age-standardized,Schizophrenia,Rate,2021,192.14622973910159,248.7705135627342,135.1971646556246
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,Autism spectrum disorders,Rate,2021,118.46207779585532,226.948735460232,56.54697265881105
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,73.28758306632055,108.62973276858227,41.24050540948428
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,Conduct disorder,Rate,2021,70.70167218663973,112.39893352788972,40.016989363371195
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,25.637151623220074,49.737190724769874,10.894161715455626
DALYs (Disability-Adjusted Life Years),Mali,Both,Age-standardized,Mental disorders,Rate,2021,2059.7104880012603,2760.5470726719373,1483.4567942427477
DALYs (Disability-Adjusted Life Years),Mali,Both,Age-standardized,Schizophrenia,Rate,2021,181.01518590848488,234.6422430188318,125.28231169717
DALYs (Disability-Adjusted Life Years),Benin,Both,Age-standardized,Depressive disorders,Rate,2021,623.8088117037454,905.3407736591807,427.3620034780044
DALYs (Disability-Adjusted Life Years),Benin,Both,Age-standardized,Bipolar disorder,Rate,2021,97.14435409290337,141.06461767757563,57.68916834194527
DALYs (Disability-Adjusted Life Years),Benin,Both,Age-standardized,Anxiety disorders,Rate,2021,869.5019309527652,1273.0815814937287,556.1723838617285
DALYs (Disability-Adjusted Life Years),Benin,Both,Age-standardized,Eating disorders,Rate,2021,27.48833441490113,40.61834228583186,15.96924259739147
DALYs (Disability-Adjusted Life Years),Lebanon,Both,Age-standardized,Mental disorders,Rate,2021,2587.170064863409,3469.1356874006465,1886.2197576239103
DALYs (Disability-Adjusted Life Years),Lebanon,Both,Age-standardized,Schizophrenia,Rate,2021,211.77378650626036,277.8268612269349,151.78914991305962
DALYs (Disability-Adjusted Life Years),Belize,Both,Age-standardized,Mental disorders,Rate,2021,2321.136340488176,3088.9519764806064,1682.1676938812807
DALYs (Disability-Adjusted Life Years),Belize,Both,Age-standardized,Schizophrenia,Rate,2021,197.4541383250177,256.8679896374595,143.23543757829287
DALYs (Disability-Adjusted Life Years),Belize,Both,Age-standardized,Depressive disorders,Rate,2021,770.5062326821964,1122.3031755536063,521.2151504144842
DALYs (Disability-Adjusted Life Years),Belize,Both,Age-standardized,Bipolar disorder,Rate,2021,154.02664092992057,220.27573382954043,92.33856865506372
DALYs (Disability-Adjusted Life Years),Belize,Both,Age-standardized,Anxiety disorders,Rate,2021,713.4155098677054,1037.65878467301,463.8208369713794
DALYs (Disability-Adjusted Life Years),Belize,Both,Age-standardized,Eating disorders,Rate,2021,69.067609552224,103.07621410752802,40.28854153679127
DALYs (Disability-Adjusted Life Years),Senegal,Both,Age-standardized,Schizophrenia,Rate,2021,187.40785812392008,243.60794540474697,134.25700426063776
DALYs (Disability-Adjusted Life Years),Senegal,Both,Age-standardized,Depressive disorders,Rate,2021,640.2000347287724,937.251958555885,424.0374974560571
DALYs (Disability-Adjusted Life Years),Senegal,Both,Age-standardized,Bipolar disorder,Rate,2021,96.53480841295296,137.17813828368767,57.786832575203704
